1;0;4571.00;13.12;1369.00;0.00;0.92
2;0;3559.00;16.40;57.00;0.00;1.28
3;0;4904.00;11.35;938.00;0.00;0.96
4;0;4215.00;10.82;475.00;0.00;0.64
5;0;2614.00;10.55;1019.00;0.00;0.40
6;0;4538.00;13.67;1235.00;0.00;1.00
7;0;3007.00;13.20;1147.00;0.00;0.64
8;0;2958.00;10.82;956.00;0.00;0.80
9;0;3077.00;13.90;1282.00;0.00;1.12
10;0;3760.00;10.90;1011.00;0.00;1.24
11;0;2992.00;14.95;1286.00;0.00;1.08
12;0;2164.00;10.80;1439.00;0.00;0.48
13;0;3914.00;13.20;1214.00;0.00;1.28
14;0;4558.00;12.50;489.00;0.00;1.16
15;0;3897.00;13.15;82.00;0.00;1.24
16;0;3293.00;16.60;923.00;0.00;0.44
17;0;4377.00;12.20;505.00;0.00;0.84
18;0;4608.00;11.17;756.00;0.00;0.96
19;0;2361.00;11.50;1731.00;0.00;0.40
20;0;3959.00;15.25;1141.00;0.00;1.16
21;0;3271.00;11.42;802.00;0.00;0.40
22;0;2140.00;10.20;1344.00;0.00;0.48
23;0;4251.00;12.20;259.00;0.00;1.00
24;0;4498.00;13.67;1174.00;0.00;0.92
25;0;3529.00;11.92;934.00;0.00;0.68
26;0;3675.00;12.80;1079.00;0.00;1.44
27;0;3566.00;10.85;179.00;0.00;0.68
28;0;4325.00;11.80;338.00;0.00;1.12
29;0;3309.00;14.15;1041.00;0.00;0.56
30;0;2249.00;13.45;1806.00;0.00;0.40
31;0;3104.00;12.55;360.00;0.00;1.00
32;0;4807.00;14.90;1038.00;0.00;1.00
33;0;3006.00;12.37;1247.00;0.00;0.92
34;0;4613.00;13.75;858.00;0.00;1.00
35;0;4908.00;10.30;982.00;0.00;0.76
36;0;3112.00;13.97;112.00;0.00;1.20
37;0;4362.00;14.25;940.00;0.00;1.08
38;0;4635.00;12.30;1512.00;0.00;0.92
39;0;4751.00;12.35;975.00;0.00;0.92
40;0;2895.00;10.55;1050.00;0.00;0.56
41;0;3964.00;10.10;1378.00;0.00;1.24
42;0;2802.00;16.45;1119.00;0.00;0.40
43;0;4812.00;10.95;853.00;0.00;0.84
44;0;3216.00;12.20;295.00;0.00;1.28
45;0;2232.00;12.10;1896.00;0.00;0.56
46;0;4589.00;13.60;1129.00;0.00;0.84
47;0;4707.00;10.85;1093.00;0.00;1.04
48;0;3799.00;11.60;1334.00;0.00;1.32
49;0;4640.00;13.75;1183.00;0.00;1.00
50;0;4564.00;11.95;893.00;0.00;0.84
51;0;2239.00;10.50;1971.00;0.00;0.92
52;0;3691.00;11.45;1412.00;0.00;1.36
53;0;2827.00;16.00;1128.00;0.00;0.44
54;0;4609.00;11.80;530.00;0.00;0.96
55;0;3203.00;11.00;1132.00;0.00;0.68
56;0;4935.00;10.35;1122.00;0.00;0.76
57;0;3887.00;13.40;1161.00;0.00;1.20
58;0;2711.00;12.35;1307.00;0.00;0.56
59;0;3082.00;10.87;1047.00;0.00;0.44
60;0;4482.00;10.95;1041.00;0.00;0.84
61;0;4950.00;11.12;1162.00;0.00;0.88
62;0;2177.00;12.27;1459.00;0.00;0.52
63;0;2296.00;12.85;1129.00;0.00;0.48
64;0;2139.00;10.45;1474.00;0.00;0.48
65;0;4236.00;13.65;1062.00;0.00;1.12
66;0;4261.00;12.90;457.00;0.00;1.12
67;0;4458.00;12.82;826.00;0.00;0.92
68;0;4607.00;14.20;1359.00;0.00;0.88
69;0;2546.00;10.80;121.00;0.00;0.60
70;0;2728.00;14.70;1227.00;0.00;0.40
71;0;3374.00;12.20;1419.00;0.00;0.88
72;0;4084.00;12.50;861.00;0.00;1.00
73;0;4228.00;12.52;1233.00;0.00;0.80
74;0;3167.00;11.20;758.00;0.00;0.84
75;0;2902.00;12.40;1094.00;0.00;0.44
76;0;4098.00;11.25;779.00;0.00;0.80
77;0;2316.00;11.75;1577.00;0.00;0.40
78;0;4532.00;13.40;1187.00;0.00;1.04
79;0;4333.00;16.40;778.00;0.00;0.92
80;0;2705.00;14.15;1360.00;0.00;0.56
81;0;4286.00;14.92;768.00;0.00;0.60
82;0;2224.00;11.80;1614.00;0.00;0.40
83;0;4644.00;10.60;1562.00;0.00;0.68
84;0;4162.00;10.80;71.00;0.00;0.52
85;0;3350.00;12.77;376.00;0.00;0.96
86;0;2545.00;10.65;642.00;0.00;0.28
87;0;3091.00;10.72;1220.00;0.00;0.92
88;0;2815.00;14.25;1261.00;0.00;0.72
89;0;4160.00;11.47;1301.00;0.00;0.96
90;0;2137.00;14.32;1930.00;0.00;0.52
91;0;4495.00;12.85;1339.00;0.00;1.12
92;0;2378.00;10.80;1106.00;0.00;0.36
93;0;4607.00;10.75;669.00;0.00;0.88
94;0;2298.00;10.80;1994.00;0.00;0.76
95;0;2262.00;10.60;1917.00;0.00;0.64
96;0;3140.00;13.95;254.00;0.00;0.88
97;0;2186.00;10.50;1361.00;0.00;0.44
98;0;4900.00;10.80;843.00;0.00;0.76
99;0;3089.00;15.80;191.00;0.00;1.08
100;0;4672.00;13.10;743.00;0.00;1.04
101;0;3217.00;12.32;156.00;0.00;1.52
102;0;4655.00;13.10;1059.00;0.00;1.08
103;0;3238.00;17.07;1039.00;0.00;0.60
104;0;3329.00;12.25;1098.00;0.00;0.84
105;0;2804.00;13.20;1231.00;0.00;0.72
106;0;4431.00;12.65;361.00;0.00;0.84
107;0;3014.00;14.35;1060.00;0.00;0.48
108;0;4116.00;11.90;86.00;0.00;0.56
109;0;4602.00;11.90;444.00;0.00;0.88
110;0;3299.00;11.92;1231.00;0.00;0.88
111;0;4856.00;12.70;1289.00;0.00;0.80
112;0;3584.00;12.35;1442.00;0.00;1.40
113;0;3896.00;12.10;1266.00;0.00;1.20
114;0;3155.00;10.90;1425.00;0.00;0.64
115;0;3323.00;10.90;963.00;0.00;0.56
116;0;4116.00;11.47;408.00;0.00;1.20
117;0;2260.00;10.90;2033.00;0.00;0.72
118;0;4215.00;12.27;817.00;0.00;0.96
119;0;2868.00;11.20;1369.00;0.00;0.88
120;0;3364.00;14.70;175.00;0.00;1.20
121;0;3436.00;13.35;1294.00;0.00;1.00
122;0;2112.00;11.12;1324.00;0.00;0.48
123;0;2715.00;16.35;1170.00;0.00;0.40
124;0;2550.00;11.00;147.00;0.00;0.60
125;0;3622.00;11.00;868.00;0.00;0.60
126;0;3103.00;11.17;1365.00;0.00;1.00
127;0;3537.00;10.30;1245.00;0.00;1.24
128;0;2529.00;11.17;1254.00;0.00;0.44
129;0;4071.00;13.17;1097.00;0.00;0.88
130;0;2201.00;10.55;1728.00;0.00;0.48
131;0;4098.00;15.02;1197.00;0.00;0.92
