0;0;0;0;land;false;plains;0
1;170;157;193;land;false;plains;1
2;167;184;202;land;false;jungle;1
3;75;235;245;land;false;plains;1
4;100;180;236;land;true;jungle;1
5;109;253;159;land;false;plains;1
6;217;198;146;land;false;desert;1
7;215;248;90;land;false;plains;1
8;218;134;194;land;true;mountain;1
9;88;241;238;land;false;plains;1
10;209;189;178;land;false;desert;1
11;153;243;208;land;false;plains;1
12;54;240;208;land;true;plains;1
13;173;210;233;land;false;desert;1
14;240;163;157;land;false;jungle;1
15;138;215;192;land;false;jungle;1
16;204;117;229;land;false;hills;1
17;183;222;154;land;true;jungle;1
18;228;119;219;land;false;plains;1
19;137;230;207;land;false;plains;1
20;209;211;93;land;false;desert;1
21;248;72;188;land;false;hills;1
22;137;240;173;land;false;plains;1
23;243;95;198;land;false;jungle;1
24;216;139;176;land;false;desert;1
25;97;231;215;land;false;desert;1
26;95;226;224;land;false;hills;1
27;153;124;228;land;true;jungle;1
28;75;231;230;land;false;jungle;1
29;203;245;186;land;false;desert;1
30;220;227;215;land;false;forest;1
31;158;169;204;land;false;jungle;1
32;140;197;165;land;false;plains;1
33;167;192;242;land;false;plains;1
34;244;112;199;land;false;plains;1
35;216;208;156;land;false;plains;1
36;176;251;125;land;false;jungle;1
37;245;60;204;land;false;plains;1
38;71;246;210;land;false;plains;1
39;214;151;225;land;false;plains;1
40;219;96;217;land;false;plains;1
41;121;183;208;land;true;plains;1
42;189;149;199;land;false;plains;1
43;241;223;166;land;true;plains;1
44;131;238;232;land;false;jungle;1
45;157;204;175;land;false;plains;1
46;161;247;138;land;false;desert;1
47;153;237;149;land;false;desert;1
48;247;115;200;land;true;plains;1
49;98;187;247;land;false;desert;1
50;183;182;140;land;false;plains;1
51;133;248;180;land;false;plains;1
52;233;228;109;land;true;mountain;1
53;193;235;149;land;false;plains;1
54;121;174;223;land;false;jungle;1
55;195;196;143;land;false;desert;1
56;102;201;201;land;true;plains;1
57;173;166;232;land;false;desert;1
58;199;188;171;land;false;plains;1
59;178;229;108;land;true;hills;1
60;190;155;215;land;false;desert;1
61;55;236;249;land;true;plains;1
62;208;178;183;land;false;plains;1
63;188;245;225;land;false;plains;1
64;191;203;167;land;true;plains;1
65;162;162;202;land;false;desert;1
66;176;232;145;land;true;jungle;1
67;155;192;210;land;false;plains;1
68;210;193;244;land;false;plains;1
69;128;242;187;land;true;jungle;1
70;223;230;69;land;false;plains;1
71;251;229;156;land;false;plains;1
72;182;142;253;land;false;plains;1
73;225;155;138;land;false;desert;1
74;254;196;114;land;true;mountain;1
75;176;160;203;land;false;plains;1
76;179;208;119;land;true;hills;1
77;219;210;156;land;false;plains;1
78;245;79;196;land;false;desert;1
79;217;203;112;land;false;mountain;1
80;167;86;252;land;false;mountain;1
81;190;108;237;land;false;mountain;1
82;215;89;232;land;false;plains;1
83;225;113;211;land;true;plains;1
84;140;238;210;land;true;jungle;1
